anio,mes,conglomerado,muestra,selviv,hogar,region,llave_panel,estrato,c201,c203,c204,c205,c206,c207,c208,nroinf,c301_dia,c301_mes,c301_anio,c303,c304,c305,c306_1,c306_2,c306_3,c306_4,c306_5,c306_6,c306_7,c306_8,c306_9,c306_10,c306_10a,c306_11,c300n,c306a,c308_cod,c309_cod,c310,c311,c312,c313,c317,c317a,c318_1,c318_2,c318_3,c318_4,c318_5,c318_6,c318_7,c318_t,c328_t,whorat,c330,c331,c333,c334,p209h,c335,c338,c339_1,c341_t,c342,c344,c345_1,c347_t,c348,c350,c352,c353,c354,c355,c356,c357_i,c358,c359,seguro1,c361_1,c362_1,c361_2,c362_2,c361_3,c362_3,c361_4,c362_4,c361_5,c362_5,c361_6,c362_6,c361_7,c362_7,c361_8,c362_8,c364_1,c365_1,c364_2,c365_2,c364_3,c365_3,c364_4,c365_4,c366,c366_1,c366_2,c375_1,c375_2,c375_3,c375_4,c375_5,c375_6,c376,c377,ocup300,i339_1,d341_t,i342,d344,i345_1,i348,d347_t,d350,d351_t,ingtot,ingtotp,ingtrabw,resident,factor_expansion,trimestre,fa_amj24,fa_efm24,fa_jas24,fa_efm25,fa_son24,grupo_edad,tiene_seguro,nivel_educativo_agrupado
2024,1,17515,1,2,1,1,202401175151000211,1,1,1,1,2, ,1,46.0,2,21.0,9.0,1977.0,2,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, ,1, ,1,1,13,5,2,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,2,, ,,,,,,, ,,,,1,,2024_EneFebMar,,611.95467016204,,,,40-59,0,
2024,1,17515,1,2,1,1,202401175151000212,1,2,2,1,2, ,2,43.0,2,24.0,5.0,1980.0,1,,, , , , , , , , , , , , ,2, ,4416.0,2420.0,3,5,1, ,1,10.0,0.0,0.0,8.0,8.0,8.0,8.0,0.0,32.0,,40.0,2,40.0,2, ,2,2,4,1025.0,,, ,, ,, , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,1025.0, ,,,,,,,170,1025.0,1025.0,1195.0,1,,2024_EneFebMar,,742.178613167669,,,,40-59,0,
2024,1,17515,1,2,1,1,202401175151000213,1,3,3,1,2, ,2,19.0,3,4.0,4.0,2004.0,2,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,3,2,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, ,2,4,2,2,5, , ,2,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,4,, ,,,,,,, ,,,,1,,2024_EneFebMar,,714.921769603412,,,,15-24,0,
2024,1,17515,1,2,1,1,202401175151000214,1,4,3,1,2, ,1,10.0, ,,,, ,,, , , , , , , , , , , , , , ,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, ,,,,,,, ,,,,1,,2024_EneFebMar,, ,,,,0-14,0,
2024,1,17648,1,95,1,1,202210176481009511,1,1,1,1,2, ,1,55.0,1,1.0,11.0,1968.0,1,,, , , , , , , , , , , , ,1, ,4223.0,6190.0,2, ,3,2,1,2.0,8.0,11.0,11.0,11.0,11.0,11.0,12.0,75.0,,75.0,1,,2, ,2,2, ,,,, ,, ,, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,, ,1450.0,150.0,,,,, ,1600.0,1600.0,1600.0,1,,2024_EneFebMar,,280.68266261319,,,,40-59,0,
2024,1,17648,1,95,1,1,202210176481009512,1,2,2,1,2, ,2,45.0,2,30.0,7.0,1978.0,1,,, , , , , , , , , , , , ,2, ,5212.0,4722.0,2, ,3,2,1,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,56.0,,56.0,1,,2, ,2,2, ,,,, ,, ,, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,1,1,, ,600.0,150.0,,,,, ,750.0,750.0,750.0,1,,2024_EneFebMar,,258.172278735748,,,,40-59,0,
2024,1,17648,1,95,1,1,202210176481009514,1,3,3,1,2, ,2,16.0,3,26.0,2.0,2007.0,2,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,3,2,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, ,1,5,1,1,13,1,1,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,1,2,2,2,2,10,7,2,, ,,,,,,, ,,,,1,,2024_EneFebMar,,327.910147003673,,,,15-24,0,
2024,1,17648,1,95,1,1,202210176481009515,1,4,3,1,2, ,2,7.0, ,,,, ,,, , , , , , , , , , , , , , ,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, ,,,,,,, ,,,,1,,2024_EneFebMar,, ,,,,0-14,0,
2024,1,29129,1,34,1,1,202401291291003411,1,1,1,1,2, ,1,34.0,1,4.0,6.0,1989.0,1,,, , , , , , , , , , , , ,1, ,7127.0,4322.0,2, ,3,2,1,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,12.0,,48.0,2,48.0,2, ,2,2, ,,,, ,, ,, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,1,, ,1900.0,,,,,, ,1900.0,1900.0,1900.0,1,,2024_EneFebMar,,864.782095777112,,,,25-39,0,
2024,1,29129,1,34,1,1,202401291291003412,1,3,11,2, ,2,2,30.0, ,,,, ,,, , , , , , , , , , , , , , ,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, ,,,,,,, ,,,,0,,2024_EneFebMar,, ,,,,25-39,0,
2024,1,29129,1,34,1,1,202401291291003413,1,2,3,1,2, ,1,8.0, ,,,, ,,, , , , , , , , , , , , , , ,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, ,,,,,,, ,,,,1,,2024_EneFebMar,, ,,,,0-14,0,
2024,1,23924,1,58,1,1,202210239241005811,1,1,1,1,2, ,1,57.0,1,12.0,5.0,1966.0,1,,, , , , , , , , , , , , ,1, ,7111.0,4100.0,2, ,3,2,1,1.0,0.0,0.0,8.0,8.0,8.0,8.0,8.0,40.0,,48.0,2,48.0,2, ,2,2, ,,,, ,, ,, , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,3, ,2,2,2,2,2,2,1,1,1,, ,2864.0,,,,,, ,2864.0,2864.0,2864.0,1,,2024_EneFebMar,,669.533255893191,,,,40-59,0,
2024,1,23924,1,58,1,1,202210239241005812,1,2,2,1,2, ,2,57.0,2,28.0,10.0,1966.0,1,,, , , , , , , , , , , , ,2, ,5213.0,4781.0,1, ,3,2,1,3.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,72.0,,72.0,1,,2, ,2,2, ,,,, ,, ,, , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1, , ,2,2,2,2,2,2,1,1,1,, ,969.0,900.0,,,,, ,1869.0,1869.0,1869.0,1,,2024_EneFebMar,,615.83756101645,,,,40-59,0,
2024,1,23924,1,58,1,1,202210239241005813,1,3,3,1,2, ,1,28.0,7,4.0,8.0,1995.0,1,,, , , , , , , , , , , , ,3, ,9629.0,9609.0,3,5,3,2,1,2.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,36.0,,36.0,1,,2, ,2,2,2,200.0,,, ,, ,, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,2, ,2,2,2,2,2,2,10,7,1,866.0, ,,,,,,, ,866.0,866.0,866.0,1,,2024_EneFebMar,,825.178710801247,,,,25-39,0,
2024,1,23924,1,58,1,1,202210239241005814,1,4,3,1,2, ,1,39.0,4,6.0,3.0,1984.0,1,,, , , , , , , , , , , , ,4, ,8173.0,1709.0,3,5,1, ,4,140.0,0.0,0.0,9.0,9.0,9.0,9.0,3.0,39.0,,48.0,2,48.0,2, ,2,2,3,860.0,,, ,, ,, , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,8,1,1720.0, ,,,,,,,450,1720.0,1720.0,2170.0,1,,2024_EneFebMar,,825.178710801247,,,,25-39,0,
2024,1,23924,1,58,1,1,202210239241005815,1,5,4,1,2, ,2,25.0,5,26.0,1.0,1998.0,2,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,5,2,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, ,2,5,2,1,6, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,4,, ,,,,,,, ,,,,1,,2024_EneFebMar,,812.009920925785,,,,25-39,0,
2024,1,23924,1,58,1,1,202310239241005816,1,6,5,1,2, ,2,, ,,,, ,,, , , , , , , , , , , , , , ,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, ,,,,,,, ,,,,1,,2024_EneFebMar,, ,,,,,0,
2024,1,23924,1,58,1,1,202210239241005816,1,7,3,1,2, ,2,34.0,7,25.0,3.0,1989.0,1,,, , , , , , , , , , , , ,7, ,9111.0,9700.0,6, , , ,1,1.0,0.0,8.0,8.0,8.0,8.0,8.0,5.0,45.0,,45.0,1,,2, ,2,2,4,1200.0,120.0,, ,, ,, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,1200.0,520,,,,,,, ,1720.0,1720.0,1720.0,1,,2024_EneFebMar,,812.009920925785,,,,25-39,0,
2024,1,23924,1,58,1,1,202210239241005817,1,8,5,1,2, ,2,9.0, ,,,, ,,, , , , , , , , , , , , , , ,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, ,,,,,,, ,,,,1,,2024_EneFebMar,, ,,,,0-14,0,
2024,1,23924,1,58,1,1,202210239241005818,1,9,3,1,2, ,2,30.0,9,17.0,7.0,1993.0,1,,, , , , , , , , , , , , ,9, ,5213.0,4781.0,3,5,2,2,1,3.0,0.0,0.0,8.0,8.0,8.0,8.0,8.0,40.0,,40.0,1,,2, ,2,2,4,850.0,,, ,, ,, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,8,1,850.0, ,,,,,,, ,850.0,850.0,850.0,1,,2024_EneFebMar,,812.009920925785,,,,25-39,0,
2024,1,23924,1,58,1,1,202210239241005819,1,10,5,1,2, ,1,11.0, ,,,, ,,, , , , , , , , , , , , , , ,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, ,,,,,,, ,,,,1,,2024_EneFebMar,, ,,,,0-14,0,
2024,1,23924,1,58,1,1,2022102392410058110,1,11,3,1,2, ,1,32.0,11,1.0,12.0,1991.0,1,,, , , , , , , , , , , , ,11, ,7111.0,4100.0,3,5,3,2,1,2.0,0.0,0.0,8.0,8.0,8.0,8.0,8.0,40.0,,40.0,1,,2, ,2,2,2,600.0,,, ,, ,, , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,1,1,2598.0, ,,,,,,, ,2598.0,2598.0,2598.0,1,,2024_EneFebMar,,825.178710801247,,,,25-39,0,
2024,1,47725,1,271,1,1,202401477251027111,1,1,1,1,2, ,2,55.0,1,15.0,10.0,1968.0,2,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, ,2,5,1,2,6, , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,4,, ,,,,,,, ,,,,1,,2024_EneFebMar,,1143.95195594272,,,,40-59,0,
2024,1,47725,1,271,1,1,202401477251027112,1,2,6,1,2, ,2,79.0,1,7.0,10.0,1944.0,2,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, ,2,6,2,2,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,3,3, ,1,2,2,2,1,1,10,7,4,, ,,,,,,, ,,,,1,,2024_EneFebMar,,1143.95195594272,,,,60+,0,
2024,1,2247202,1,32,1,1,20221022472021003211,1,1,1,1,2, ,1,61.0,1,2.0,2.0,1962.0,1,,, , , , , , , , , , , , ,1, ,8189.0,7830.0,3,4,1, ,5,3000.0,11.0,0.0,11.0,5.0,7.0,5.0,7.0,46.0,24.0,70.0,1,,2, ,2,2,3,700.0,,, ,, ,, , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,6,1,1400.0, ,,,,,,,376,1400.0,1400.0,1776.0,1,,2024_EneFebMar,,643.615840210324,,,,60+,0,
2024,1,2247202,1,32,1,1,20221022472021003212,1,2,2,1,2, ,2,59.0,2,16.0,6.0,1964.0,1,,, , , , , , , , , , , , ,2, ,5212.0,4711.0,2, ,2,2,1,2.0,10.0,6.0,10.0,10.0,10.0,10.0,10.0,66.0,,70.0,2,70.0,2, ,2,2, ,,,, ,, ,, , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,1,1,1,, ,1300.0,300.0,,,,, ,1600.0,1600.0,1600.0,1,,2024_EneFebMar,,591.998688306993,,,,40-59,0,
2024,1,2247202,1,32,1,1,20221022472021003213,1,3,3,1,2, ,2,24.0,3,13.0,5.0,1999.0,1,,, , , , , , , , , , , , ,3, ,3123.0,4210.0,3,5,1, ,4,200.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,54.0,,54.0,2,48.0,2, ,2,2,4,1800.0,,, ,, ,, , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,1800.0, ,,,,,,,533,1800.0,1800.0,2333.0,1,,2024_EneFebMar,,751.910227772446,,,,15-24,0,
2024,1,21063,1,100,1,1,202301210631010011,1,1,1,1,2, ,1,45.0,1,29.0,1.0,1978.0,1,,, , , , , , , , , , , , ,1, ,5414.0,8010.0,3,4,1, ,4,500.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,72.0,5.0,77.0,1,,2, ,2,2,4,1750.0,,, ,, ,1299.0, , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1750.0, ,,,,1299.0,,,452,3049.0,1750.0,3501.0,1,,2024_EneFebMar,,764.050732972272,,,,40-59,0,
2024,1,21063,1,100,1,1,202301210631010012,1,2,2,1,2, ,2,34.0,2,8.0,8.0,1989.0,1,,, , , , , , , , , , , , ,2, ,9412.0,5610.0,3,5,2,2,1,3.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,35.0,,42.0,2,42.0,2, ,2,2,2,125.0,60.0,, ,, ,, , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3, ,5,2,2,2,2,2,2,10,9,1,541.0,260,,,,,,, ,801.0,801.0,801.0,1,,2024_EneFebMar,,926.640715458465,,,,25-39,0,
2024,1,21063,1,100,1,1,202301210631010013,1,3,3,1,2, ,2,19.0,3,8.0,11.0,2004.0,2,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,3,2,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, ,2,4,1,1,5, , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,4,, ,,,,,,, ,,,,1,,2024_EneFebMar,,892.60941817583,,,,15-24,0,
2024,1,21063,1,100,1,1,202301210631010014,1,4,3,1,2, ,1,11.0, ,,,, ,,, , , , , , , , , , , , , , ,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, ,,,,,,, ,,,,1,,2024_EneFebMar,, ,,,,0-14,0,
2024,1,21063,1,100,1,1,202301210631010015,1,5,3,1,2, ,1,7.0, ,,,, ,,, , , , , , , , , , , , , , ,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, ,,,,,,, ,,,,1,,2024_EneFebMar,, ,,,,0-14,0,
2024,1,21063,1,100,1,1,202301210631010016,1,6,6,1,2, ,2,72.0,1,3.0,11.0,1951.0,2,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,6,2,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, ,2,7,2,2,7, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,1,2,1,2,2,2,10,7,4,, ,,,,,,, ,,,,1,,2024_EneFebMar,,702.774859568047,,,,60+,0,
2024,1,19333,1,40,1,1,202301193331004011,1,1,1,1,2, ,1,48.0,1,24.0,6.0,1975.0,1,,, , , , , , , , , , , , ,1, ,5141.0,9602.0,1, ,2,2,1,2.0,14.0,12.0,12.0,12.0,12.0,12.0,12.0,86.0,,86.0,2,72.0,1,1,1,2, ,,,, ,, ,, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,, ,1000.0,,,,,, ,1000.0,1000.0,1000.0,1,,2024_EneFebMar,,544.12138845467,,,,40-59,0,
2024,1,2153301,1,46,1,1,20230121533011004611,1,1,1,1,2, ,2,64.0,1,2.0,11.0,1959.0,1,,, , , , , , , , , , , , ,1, ,9111.0,9700.0,6, , , ,1,1.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,35.0,,54.0,2,54.0,1,2,2,2,4,180.0,6.0,, ,, ,, , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,7,1,180.0,180,,,,,,, ,360.0,360.0,360.0,1,,2024_EneFebMar,,594.741298873054,,,,60+,0,
2024,1,17902,1,63,1,1,202401179021006312,1,1,1,1,2, ,2,72.0,1,28.0,9.0,1951.0,2,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, ,2,5,2,2,6, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,4,, ,,,,,,, ,,,,1,,2024_EneFebMar,,567.512994289062,,,,60+,0,
2024,1,17902,1,63,1,1,202401179021006313,1,2,3,1,2, ,1,40.0,2,21.0,9.0,1983.0,1,,, , , , , , , , , , , , ,2, ,8322.0,4922.0,2, ,3,2,1,1.0,11.0,8.0,12.0,12.0,12.0,12.0,12.0,79.0,,79.0,2,72.0,1,1,1,2, ,,,, ,, ,, , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,, ,1400.0,,,,,, ,1400.0,1400.0,1400.0,1,,2024_EneFebMar,,760.4272143087,,,,40-59,0,
2024,1,17902,1,63,1,1,202401179021006314,1,3,3,1,2, ,2,30.0,3,13.0,7.0,1993.0,1,,, , , , , , , , , , , , ,3, ,4223.0,8620.0,3,5,1, ,2,30.0,0.0,0.0,8.0,8.0,8.0,8.0,8.0,40.0,,40.0,1,,1,2,2,2,4,1050.0,,, ,, ,, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1050.0, ,,,,,,, ,1050.0,1050.0,1050.0,1,,2024_EneFebMar,,748.291774955095,,,,25-39,0,
2024,1,17902,1,63,1,1,202401179021006315,1,4,7,1,2, ,2,65.0,4,7.0,2.0,1958.0,2,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2,4,2,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, ,2,5,1,2,6, , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,4,, ,,,,,,, ,,,,1,,2024_EneFebMar,,567.512994289062,,,,60+,0,
2024,1,19826,1,50,1,1,202301198261005011,1,1,1,1,2, ,2,43.0,1,22.0,6.0,1980.0,1,,, , , , , , , , , , , , ,1, ,2145.0,2100.0,3,5,1, ,4,250.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,24.0,,48.0,2,48.0,2, ,2,2,4,4000.0,,, ,, ,, , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,4000.0, ,,,,,,,999,4000.0,4000.0,4999.0,1,,2024_EneFebMar,,717.621499858968,,,,40-59,0,
2024,1,19826,1,50,1,1,202301198261005012,1,2,2,1,2, ,1,43.0,1,6.0,8.0,1980.0,1,,, , , , , , , , , , , , ,2, ,2521.0,4100.0,3,5,1, ,3,70.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,24.0,,40.0,2,40.0,2, ,2,2,4,3500.0,,, ,, ,, , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,3500.0, ,,,,,,, ,3500.0,3500.0,3500.0,1,,2024_EneFebMar,,729.259543309204,,,,40-59,0,
2024,1,19826,1,50,1,1,202301198261005013,1,3,3,1,2, ,1,10.0, ,,,, ,,, , , , , , , , , , , , , , ,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, ,,,,,,, ,,,,1,,2024_EneFebMar,, ,,,,0-14,0,
2024,1,19826,1,50,1,1,202301198261005014,1,4,3,1,2, ,1,6.0, ,,,, ,,, , , , , , , , , , , , , , ,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, ,,,,,,, ,,,,1,,2024_EneFebMar,, ,,,,0-14,0,
2024,1,47318,1,21,1,1,202310473181002113,1,1,1,1,2, ,2,28.0,1,20.0,6.0,1995.0,1,,, , , , , , , , , , , , ,1, ,4222.0,8220.0,3,5,1, ,5,2000.0,0.0,0.0,8.0,8.0,8.0,8.0,8.0,40.0,,40.0,1,,2, ,2,2,4,1025.0,,, ,, ,, , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,10,1, ,2,1,2,2,2,2,10,7,1,1025.0, ,,,,,,,50,1025.0,1025.0,1075.0,1,,2024_EneFebMar,,810.985620194864,,,,25-39,0,
2024,1,47318,1,21,1,1,202310473181002112,1,2,7,1,2, ,2,18.0,2,28.0,1.0,2005.0,1,,, , , , , , , , , , , , ,2, ,4222.0,8220.0,3,5,1, ,4,400.0,0.0,0.0,8.0,8.0,8.0,8.0,0.0,32.0,,40.0,2,40.0,2, ,2,2,4,1025.0,,, ,, ,, , , , , , , , ,2,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,1,2,2,2,2,10,7,1,1025.0, ,,,,,,, ,1025.0,1025.0,1025.0,1,,2024_EneFebMar,,781.201808332962,,,,15-24,0,
2024,1,47318,1,21,1,1,202310473181002111,1,3,7,1,1, ,1,25.0, ,,,, ,,, , , , , , , , , , , , , , ,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, ,,,,,,, ,,,,0,,2024_EneFebMar,, ,,,,25-39,0,
2024,1,21009,1,46,1,1,202210210091004611,1,1,1,1,2, ,1,26.0,1,26.0,5.0,1997.0,1,,, , , , , , , , , , , , ,1, ,4323.0,1104.0,3,5,1, ,5,1000.0,5.0,0.0,8.0,8.0,8.0,8.0,8.0,45.0,,48.0,2,48.0,2, ,2,2,4,1800.0,,, ,, ,, , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,1,1800.0, ,,,,,,,475,1800.0,1800.0,2275.0,1,,2024_EneFebMar,,846.040307146946,,,,25-39,0,
2024,1,21009,1,46,1,1,202210210091004612,1,2,2,1,2, ,2,34.0,2,12.0,2.0,1989.0,1,,, , , , , , , , , , , , ,2, ,5212.0,4772.0,3,5,1, ,1,6.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0,48.0,,48.0,1,,2, ,2,2,4,1600.0,,, ,, ,, , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,1600.0, ,,,,,,, ,1600.0,1600.0,1600.0,1,,2024_EneFebMar,,832.538593051376,,,,25-39,0,
2024,1,21009,1,46,1,1,202210210091004613,1,3,3,1,2, ,2,3.0, ,,,, ,,, , , , , , , , , , , , , , ,,, , , , , ,,,,,,,,,,,, ,, , , , , ,,,, ,, ,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,, ,,,,,,, ,,,,1,,2024_EneFebMar,, ,,,,0-14,0,
