ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_amj24
2024,04,22729,1,0065,1,1,202404227291006511,1,1,1,1,2, ,2,53,1,1,2,7,1970,1, , , , , , , , , , , , , , , ,5120,5630,2, ,3,2,1,2,8,8,8,8,2,0,8,42, ,42,2,38,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,11,9, , , , , ,20,20,20,1,921.739405208346
2024,04,22729,1,0065,1,1,202404227291006512,1,2,3,1,2, ,1,25,2,2,6,11,1998,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1,1,13,5,1,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1,1159.1388844585
2024,04,25396,1,0030,1,1,202404253961003011,1,1,1,1,2, ,1,94,1,3,12,1,1930,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,2,2,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,1055.10990745042
2024,04,25396,1,0030,1,1,202404253961003012,1,2,2,1,2, ,2,87,2,2,16,9,1936,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,2,2,3, , ,2,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,896.581156497118
2024,04,25396,1,0030,1,1,202404253961003013,1,3,3,1,2, ,2,69,3,3,10,11,1954,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,6, , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,8,4, , , , , , , , , , , , ,1,896.581156497118
2024,04,25396,1,0030,1,1,202404253961003014,1,4,3,1,1, ,2,65, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2024,04,25396,1,0141,1,1,202404253961014111,1,1,1,1,2, ,1,33,1,1,3,10,1990,1, , , , , , , , , , , , , , , ,3422,8541,1, ,2,1,1,7,0,10,10,10,10,10,4,54,10,64,1, ,1,1,1,2, , , , , , , ,5000, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , ,9500, , ,5000, , , ,14500,9500,14500,1,1127.50097879744
2024,04,25396,1,0141,1,1,202404253961014112,1,2,2,1,2, ,2,35,2,2,22,12,1988,1, , , , , , , , , , , , , , , ,2359,8521,3,5,1, ,2,50,0,4,4,4,4,4,3,23,35,58,2,20,1,1,1,2,4,1400, , , ,600, , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,10,3, ,2,2,2,2,2,2,10,7,1,1400, , , ,600, , , , ,2000,1400,2000,1,1189.0429490085
2024,04,25396,1,0141,1,1,202404253961014113,1,3,3,1,2, ,2,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,04,25396,1,0141,1,1,202404253961014114,1,4,3,1,2, ,2,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,04,25396,1,0141,1,1,202404253961014115,1,5,3,1,2, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,04,25396,1,0142,1,1,202404253961014211,1,1,1,1,2, ,1,59,1,1,20,6,1964,1, , , , , , , , , , , , , , , ,4323,4923,3,5,1, ,1,15,3,9,9,3,3,9,9,45, ,45,1, ,2, ,2,2,4,1400, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,1,1400, , , , , , , ,58,1400,1400,1458,1,1055.10990745042
2024,04,25396,1,0142,1,1,202404253961014212,1,3,11,1,2, ,2,65,3,1,12,2,1959,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,7, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,6,4, , , , , , , , , , , , ,1,896.581156497118
