ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C300n,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_mam25
2025,04,2655102,1,0047,1,1,20250426551021004712,1,2,3,1,2, ,2,29,1,24,11,1995,1, , , , , , , , , , , , , , ,2, ,2611,6910,3,5,1, ,1,20,0,8,8,8,0,0,0,24, ,40,2,40,2, ,2,2,4,7000, , , , , , , , , , , , , , ,2,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,12,2, ,2,2,2,2,2,2,10,8,1,7000, , , , , , , ,1749,7000,7000,8749,1,1083.65358914714
2025,05,18294,1,0008,1,1,202402182941000811,1,1,1,1,2, ,1,52,1,10,3,1973,1, , , , , , , , , , , , , , ,1, ,6223,311,3,5,1, ,5,501,0,12,12,12,0,12,0,48, ,48,1, ,2, ,2,2,4,7000, , , , , , , , , , , , , , ,2,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,1,7000, , , , , , , ,1749,7000,7000,8749,1,376.531995514692
2025,05,26136,1,0101,1,1,202505261361010111,1,1,1,1,2, ,1,54,1,20,1,1971,1, , , , , , , , , , , , , , ,1, ,1169,4321,3,5,1, ,1,12,0,10,10,10,0,10,5,45, ,55,2,55,2, ,2,2,4,7000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1,7000, , , , , , , ,1749,7000,7000,8749,1,1387.03208624995
2025,05,2485902,1,0045,1,1,20250524859021004511,1,1,1,1,2, ,1,33,1,4,8,1991,1, , , , , , , , , , , , , , ,1, ,4419,8411,3,2, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,7000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,7000, , , , , , , ,1749,7000,7000,8749,1,761.441187147101
2025,05,19968,1,0014,1,1,202505199681001411,1,1,1,1,2, ,1,48,1,14,3,1977,1, , , , , , , , , , , , , , ,1, ,4110,1104,3,5,1, ,5,1000,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,7000, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,7000, , , , , , , ,1749,7000,7000,8749,1,623.381579793052
2025,05,28984,1,0016,1,1,202405289841001611,1,2,2,1,2, ,2,46,2,6,8,1978,1, , , , , , , , , , , , , , ,2, ,2411,5229,3,5,1, ,4,160,0,9,9,9,9,9,0,45, ,45,1, ,2, ,2,2,4,6330, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,6,1,6330, , , , , , , ,2387,6330,6330,8717,1,752.587890307584
2025,05,2683902,1,0026,2,1,20240826839021002621,1,1,1,1,2, ,1,60,1,2,7,1964,1, , , , , , , , , , , , , , ,1, ,2151,2610,3,5,1, ,4,200,0,8,8,8,8,8,5,45, ,45,1, ,2, ,2,2,4,6500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1,6500, , , , , , , ,2168,6500,6500,8668,1,1185.35915693641
2025,03,1783901,1,0052,1,1,20240317839011005211,1,1,1,1,2, ,2,48,1,20,3,1976,1, , , , , , , , , , , , , , ,1, ,5120,5630,2, ,3,2,1,2,0,8,8,8,8,8,8,48,18,66,1, ,2, ,2,2, , , , , , , ,200,100, , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,1, , ,8250,87, ,200, ,100, ,8637,8337,8637,1,300.040547065166
2025,05,21352,1,0053,1,1,202505213521005311,1,1,1,1,2, ,2,35,1,15,9,1989,1, , , , , , , , , , , , , , ,1, ,5142,9602,3,5,2,2,1,4,10,10,0,10,10,10,10,60,2,70,2,70,1,1,1,2,1,187, , , , , ,3000, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,5610, , , , ,3000, , , ,8610,5610,8610,1,1044.02487310616
2025,05,19968,1,0014,1,1,202505199681001412,1,2,2,1,2, ,2,42,2,6,5,1983,1, , , , , , , , , , , , , , ,2, ,5221,4659,3,5,1, ,3,55,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,6000,700, , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,6,1,6000,1033, , , , , , ,1500,7033,7033,8533,1,738.730560010982
2025,03,21672,1,0124,1,1,202403216721012413,1,3,3,1,2, ,1,34,3,18,9,1990,1, , , , , , , , , , , , , , ,3, ,2212,8610,3,3, , ,5,1000,0,0,12,0,0,12,0,24,8,48,2,48,2, ,2,2,4,6500, , , ,2000, , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,11,7, ,2,2,2,2,2,2,10,7,1,6500, , , ,2000, , , , ,8500,6500,8500,1,890.744321784661
2025,05,2699002,1,0068,1,1,20240526990021006811,1,1,1,1,2, ,1,46,2,7,11,1978,1, , , , , , , , , , , , , , ,1, ,1211,5229,3,5,1, ,4,200,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,8500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,8500, , , , , , , , ,8500,8500,8500,1,852.982456707865
2025,04,26219,1,0032,1,1,202401262191003212,1,2,3,1,2, ,1,38,2,24,6,1986,1, , , , , , , , , , , , , , ,2, ,2330,8521,3,5,1, ,4,400,0,8,8,8,0,8,0,32,3,35,1, ,1,1,1,2,4,8000, , , ,270, , , , , , , , , , ,1,2,2, ,1,1,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1,8000, , , ,270, , , , ,8270,8000,8270,1,1181.9166600692
2025,04,1969701,1,0027,1,1,20240119697011002711,1,1,1,1,2, ,1,39,1,12,12,1985,1, , , , , , , , , , , , , , ,1, ,2142,4100,3,5,1, ,3,100,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,6000,1000, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,6000,1000, , , , , , ,1233,7000,7000,8233,1,1353.12246209317
2025,04,46816,1,0034,1,1,202401468161003411,1,1,1,1,2, ,1,44,1,23,5,1980,1, , , , , , , , , , , , , , ,1, ,3213,4772,2, ,2,1,1,2,0,12,12,12,12,12,0,60,24,84,1, ,2, ,2,2, , , , , , , ,2000, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , ,6200, , ,2000, , , ,8200,6200,8200,1,1348.8684452434
2025,05,1962301,1,0037,1,1,20240519623011003711,1,1,1,1,2, ,1,39,1,22,8,1985,1, , , , , , , , , , , , , , ,1, ,4110,4659,3,5,1, ,5,9998,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,6000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,6000, , , , , , , ,2167,6000,6000,8167,1,1152.5924822288
2025,03,2391701,1,0244,1,1,20241223917011024411,1,1,1,1,2, ,1,32,2,17,6,1992,1, , , , , , , , , , , , , , ,1, ,2151,3510,3,5,1, ,4,150,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,6500, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1,6500, , , , , , , ,1626,6500,6500,8126,1,793.105398388545
2025,05,25903,1,0029,1,1,202405259031002912,1,2,3,1,2, ,1,37,2,5,2,1988,1, , , , , , , , , , , , , , ,2, ,2142,4100,3,5,1, ,1,17,0,9,10,8,10,11,6,54, ,54,2,48,2, ,2,2,4,6500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,6500, , , , , , , ,1626,6500,6500,8126,1,865.543268164012
2025,05,2018302,1,0099,1,1,20240220183021009911,1,1,1,1,2, ,1,50,1,22,10,1974,1, , , , , , , , , , , , , , ,1, ,9411,5610,1, ,3,2,1,4,10,0,8,10,8,10,10,56, ,56,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,1,1, , ,7825,260, , , , , ,8085,8085,8085,1,1182.66991643741
2025,05,20438,1,0012,1,1,202505204381001214,1,3,7,1,2, ,1,42,1,8,8,1982,1, , , , , , , , , , , , , , ,3, ,1111,8423,3,2, , ,5,9000,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,8000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,6, ,2,2,2,2,2,2,10,7,1,8000, , , , , , , ,83,8000,8000,8083,1,1290.62361397842
2025,05,22385,1,0126,1,1,202408223851012612,1,2,2,1,2, ,2,33,2,27,4,1992,1, , , , , , , , , , , , , , ,2, ,2211,8610,3,3, , ,5,9998,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,7000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,7, ,2,2,2,2,2,2,10,7,1,7000, , , , , , , ,1083,7000,7000,8083,1,1364.24927818744
2025,03,18391,1,0069,1,1,202412183911006914,1,4,3,1,2, ,1,52,4,18,10,1972,1, , , , , , , , , , , , , , ,4, ,4416,8411,3,2, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,8000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1,8000, , , , , , , ,50,8000,8000,8050,1,340.13952166847
2025,03,18482,1,0010,1,1,202312184821001011,1,1,1,1,2, ,1,71,1,29,10,1953,1, , , , , , , , , , , , , , ,1, ,2211,8610,3,2, , ,5,9998,0,12,0,12,0,12,0,36, ,36,1, ,2, ,2,2,4,8000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1,8000, , , , , , , ,50,8000,8000,8050,1,690.90840293084
2025,03,49910,1,0250,1,1,202403499101025011,1,1,1,1,2, ,1,52,1,4,9,1972,1, , , , , , , , , , , , , , ,1, ,2631,8411,3,2, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,8000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,9,1,8000, , , , , , , ,50,8000,8000,8050,1,805.273550732724
2025,03,49910,1,0250,1,1,202403499101025012,1,2,2,1,2, ,2,48,2,4,8,1976,1, , , , , , , , , , , , , , ,2, ,2611,8411,3,2, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,8000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1,8000, , , , , , , ,50,8000,8000,8050,1,741.792101316918
2025,03,21659,1,0106,1,1,202312216591010613,1,2,3,1,2, ,2,49,3,31,12,1975,1, , , , , , , , , , , , , , ,2, ,2211,8610,3,2, , ,5,9998,0,12,0,12,0,12,0,36, ,36,1, ,2, ,2,2,4,8000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1,8000, , , , , , , ,50,8000,8000,8050,1,1624.79379836518
2025,03,21659,1,0106,1,1,202312216591010615,1,4,4,1,2, ,1,47,4,8,8,1977,1, , , , , , , , , , , , , , ,4, ,2421,8610,3,3, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,1,1,1,2,4,8000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1,8000, , , , , , , ,50,8000,8000,8050,1,1763.84120145685
2025,05,2561301,1,0060,1,1,20250525613011006011,1,1,1,1,2, ,2,36,1,18,1,1989,1, , , , , , , , , , , , , , ,1, ,2611,8412,3,2, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,1,4,8000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1,8000, , , , , , , ,50,8000,8000,8050,1,922.369795281974
2025,03,29468,1,0064,1,1,202412294681006411,1,1,1,1,2, ,1,35,1,29,7,1989,1, , , , , , , , , , , , , , ,1, ,1330,6201,1, ,1, ,1,17,6,12,12,12,12,12,5,71, ,71,1, ,1,1,1,2, , , ,8000, , , , , , , , , , , , ,1,2,2, ,1,2,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,6,1, , ,8000, , , , , , ,8000,8000,8000,1,1032.65028180871
2025,04,2658802,1,0001,1,1,20240126588021000111,1,1,1,1,2, ,1,41,1,7,6,1983,1, , , , , , , , , , , , , , ,1, ,2631,729,3,5,1, ,5,9998,0,9,9,9,9,9,0,45, ,45,1, ,2, ,2,2,4,6500, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,6500, , , , , , , ,1500,6500,6500,8000,1,1006.5891081267
2025,04,26517,1,0046,1,1,202401265171004611,1,1,1,1,2, ,1,69,1,8,3,1956,1, , , , , , , , , , , , , , ,1, ,3314,5811,1, ,1, ,1,10,0,8,8,8,8,8,5,45, ,45,1, ,2, ,2,2, , , ,8000, , , , , , , , , , , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,2, ,11,6, ,2,2,2,2,2,2,10,7,1, , ,8000, , , , , , ,8000,8000,8000,1,1372.04587870984
2025,04,25563,1,0196,1,1,202501255631019612,1,2,3,1,2, ,2,29,2,15,8,1995,1, , , , , , , , , , , , , , ,2, ,2212,8620,3,5,1, ,1,20,0,9,9,9,9,9,0,45, ,45,1, ,2, ,2,2,4,8000, , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,7, ,2,2,2,2,2,2,10,7,1,8000, , , , , , , , ,8000,8000,8000,1,1117.81352070284
2025,05,25659,2,0050,1,1,202505256592005011,1,1,1,1,2, ,1,59,1,14,7,1965,1, , , , , , , , , , , , , , ,1, ,3314,4210,1, ,1, ,1,4,12,12,12,12,12,12,12,84,10,94,1, ,2, ,2,2, , , ,8000, , , , , , , , , , , , ,1,3,1,2,1,2,2, ,2, ,2, ,2, ,2, ,2, ,1,2,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , ,8000, , , , , , ,8000,8000,8000,1,833.567946096866
2025,05,26896,1,0024,1,1,202405268961002411,1,1,1,1,2, ,1,50,1,21,5,1974,1, , , , , , , , , , , , , , ,1, ,3314,1392,1, ,2,1,1,11,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , ,8000, , , , , , ,8000,8000,8000,1,814.836081680658
2025,05,28984,1,0017,1,1,202402289841001711,1,1,1,1,2, ,1,78,1,22,12,1946,1, , , , , , , , , , , , , , ,1, ,3314,1610,1, ,1, ,1,5,4,4,4,4,4,4,4,28, ,50,2,50,1,1,1,2, , , ,8000, , , , , , , , , , , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , ,8000, , , , , , ,8000,8000,8000,1,816.993227065272
2025,05,20132,1,0011,1,1,202505201321001111,1,1,1,1,2, ,1,40,1,21,2,1985,1, , , , , , , , , , , , , , ,1, ,4110,8010,3,4,1, ,5,2000,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,6000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1,6000, , , , , , , ,1842,6000,6000,7842,1,1513.4117139803
2025,04,2671502,1,0005,1,1,20250126715021000511,1,1,1,1,2, ,1,56,2,7,4,1969,1, , , , , , , , , , , , , , ,1, ,2611,6910,2, ,2,2,1,1,0,8,8,8,0,0,0,24, ,24,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,2,2, ,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1, , ,7700, , , , , , ,7700,7700,7700,1,1297.47342065389
2025,04,2671502,1,0005,1,1,20250126715021000512,1,2,2,1,2, ,2,57,2,22,3,1968,1, , , , , , , , , , , , , , ,2, ,2611,6910,2, ,2,2,1,1,0,8,8,8,0,0,0,24, ,40,2,40,2, ,2,2, , , , , , , , , , , , , , , , ,1,2,2, ,1,2,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1, , ,7700, , , , , , ,7700,7700,7700,1,1195.19079477273
2025,04,18414,1,0052,1,1,202504184141005211,1,1,1,1,2, ,1,49,1,1,4,1976,1, , , , , , , , , , , , , , ,1, ,2642,6020,3,5,1, ,3,55,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,7000, , , , , , , , , , , , , , ,2,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,6,1,7000, , , , , , , ,666,7000,7000,7666,1,353.515795110197
2025,04,2347601,1,0014,1,1,20240423476011001411,1,1,1,1,2, ,1,62,1,17,8,1962,1, , , , , , , , , , , , , , ,1, ,4419,8412,3,3, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,5865, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,10,1, ,2,2,2,2,2,2,10,7,1,5865, , , , , , , ,1800,5865,5865,7665,1,816.827358710962
2025,05,29593,1,0113,1,1,202502295931011311,1,1,1,1,2, ,1,66,1,14,11,1958,1, , , , , , , , , , , , , , ,1, ,1211,4663,3,5,1, ,3,100,0,8,8,8,8,8,0,40, ,40,1, ,1,1,1,2,4,6000,19, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,6,1,6000,570, , , , , , ,1084,6570,6570,7654,1,827.634554326819
2025,03,25747,1,0041,1,1,202503257471004112, ,2,2,1,2, ,2,68,2,5,5,1956,1, , , , , , , , , , , , , , ,2, ,2212,8610,3,3, , ,5,9998,0,8,8,8,8,6,0,38, ,38,1, ,2, ,2,2,4,6500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,10,5, ,2,2,2,2,2,2,10,7,1,6500, , , , , , , ,1084,6500,6500,7584,1,953.171680386219
2025,05,25262,1,0101,1,1,202405252621010112,1,2,2,1,2, ,2,36,2,24,3,1989,1, , , , , , , , , , , , , , ,2, ,4110,4630,3,5,1, ,5,998,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,6000, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,6000, , , , , , , ,1575,6000,6000,7575,1,1753.99019661649
2025,04,17995,2,0143,1,1,202504179952014311,1,1,1,1,2, ,1,37,1,4,8,1987,1, , , , , , , , , , , , , , ,1, ,2144,2593,3,5,1, ,4,200,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,6000, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,6000, , , , , , , ,1567,6000,6000,7567,1,618.063457601757
2025,03,29555,1,0016,1,1,202503295551001611, ,1,1,1,2, ,1,67,1,27,8,1957,1, , , , , , , , , , , , , , ,1, ,1321,2220,3,5,1, ,4,180,0,12,12,12,12,12,12,72, ,72,1, ,1,1,1,2,3,2800, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,5600, , , , , , , ,1917,5600,5600,7517,1,867.383447813781
2025,05,2561301,1,0062,1,1,20250525613011006211,1,1,1,1,2, ,2,39,1,4,3,1986,1, , , , , , , , , , , , , , ,1, ,2221,8610,3,3, , ,5,9998,8,5,10,8,10,0,5,46, ,46,1, ,1,1,1,2,4,6800, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1,6800, , , , , , , ,709,6800,6800,7509,1,922.369795281974
2025,03,2980102,1,0010,1,1,20231229801021001011,1,1,1,1,2, ,1,47,1,26,6,1977,1, , , , , , , , , , , , , , ,1, ,2611,8423,3,2, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,1,1,1,2,4,6000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1,6000, , , , , , , ,1500,6000,6000,7500,1,2098.39392238409
2025,03,2441301,1,0096,1,1,20250324413011009611, ,3,1,1,2, ,1,32,3,16,9,1992,1, , , , , , , , , , , , , , ,3, ,3314,4661,3,5,1, ,2,25,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,6000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,6000, , , , , , , ,1500,6000,6000,7500,1,610.423817817873
2025,03,49909,1,0431,1,1,202403499091043111,1,1,1,1,2, ,2,43,1,2,7,1981,1, , , , , , , , , , , , , , ,1, ,4110,9499,3,5,1, ,2,30,0,8,8,8,8,8,0,40, ,48,2,48,2, ,2,2,4,6000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,6,1,6000, , , , , , , ,1500,6000,6000,7500,1,968.264089519074
2025,03,2704001,1,0008,1,1,20240327040011000811,1,1,1,1,2, ,1,71,2,12,2,1954,1, , , , , , , , , , , , , , ,1, ,3422,8541,3,5,1, ,1,13,0,4,4,4,4,0,4,20, ,20,1, ,2, ,2,2,4,7500, , , , , , , , , , , , , , ,1,3,1,3,2, ,1,2,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,2, ,11,6, ,2,2,2,2,2,2,10,7,1,7500, , , , , , , , ,7500,7500,7500,1,502.21601590284
2025,03,2704001,1,0008,1,1,20240327040011000812,1,2,2,1,2, ,2,47,2,13,9,1977,1, , , , , , , , , , , , , , ,2, ,3422,8541,3,5,1, ,1,13,0,6,8,6,8,6,0,34, ,34,1, ,2, ,2,2,4,6000, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,6000, , , , , , , ,1500,6000,6000,7500,1,462.625245064365
2025,03,28823,1,0106,1,1,202312288231010611,1,1,1,1,2, ,1,52,1,25,12,1972,1, , , , , , , , , , , , , , ,1, ,1169,4321,3,5,1, ,1,17,0,8,8,8,8,8,5,45, ,45,1, ,2, ,2,2,4,6000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,6000, , , , , , , ,1500,6000,6000,7500,1,1939.08752529492
2025,04,26335,2,0026,1,1,202504263352002611,1,1,1,1,2, ,1,45,1,2,11,1979,1, , , , , , , , , , , , , , ,1, ,2142,4100,3,5,1, ,2,50,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,6000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,6,1,6000, , , , , , , ,1500,6000,6000,7500,1,886.022557044985
